"REF_DATE","GEO","DGUID","Land use","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1976","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","300228","","","","0"
"1981","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","277391","","","","0"
"1986","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","253924","","","","0"
"1991","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","248855","","","","0"
"1996","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","250403","","","","0"
"2001","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","215824","","","","0"
"2006","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","200380","","","","0"
"2011","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","180062","","","","0"
"2016","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","162512","","","","0"
"2021","Canada","2016A000011124","All other land","Number of farms reporting","Number","223","units","0","v62725897","1.5.1","145388","","","","0"
"1976","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","62019338","","","","0"
"1981","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","51439593","","","","0"
"1986","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","55811948","","","","0"
"1991","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","54817250","","","","0"
"1996","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","55663858","","","","0"
"2001","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","53430122","","","","0"
"2006","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","55535786","","","","0"
"2011","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","53979202","","","","0"
"2016","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","50575193","","","","0"
"2021","Canada","2016A000011124","All other land","Acres","Acres","28","units","0","v62725898","1.5.2","46804669","","","","0"
"1976","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","25098333","","","","0"
"1981","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","20816863","","","","0"
"1986","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","22586292","","","","0"
"1991","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","22183752","","","","0"
"1996","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","22526362","","","","0"
"2001","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","21622401","","","","0"
"2006","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","22474533","","","","0"
"2011","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","21844605","","","","0"
"2016","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","20467052","","","","0"
"2021","Canada","2016A000011124","All other land","Hectares","Hectares","149","units","0","v62725899","1.5.3","18941175","","","","0"
"1976","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","207","","","","0"
"1981","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","185","","","","0"
"1986","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","220","","","","0"
"1991","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","220","","","","0"
"1996","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","222","","","","0"
"2001","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","248","","","","0"
"2006","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","277","","","","0"
"2011","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","300","","","","0"
"2016","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","311","","","","0"
"2021","Canada","2016A000011124","All other land","Average area in acres","Acres","28","units","0","v62725900","1.5.4","322","","","","0"
"1951","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","3626","","","","0"
"1956","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","2387","","","","0"
"1961","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","1752","","","","0"
"1966","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","1709","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","1042","","","","0"
"1976","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","878","","","","0"
"1981","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","679","","","","0"
"1986","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","651","","","","0"
"1991","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","725","","","","0"
"1996","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","742","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","643","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","558","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","510","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","407","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Total area of farms","Number of farms reporting","Number","223","units","0","v62725901","2.1.1","344","","","","0"
"1951","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","85040","","","","0"
"1956","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","71814","","","","0"
"1961","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","54561","","","","0"
"1966","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","49513","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","62704","","","","0"
"1976","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","80058","","","","0"
"1981","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","82667","","","","0"
"1986","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","90345","","","","0"
"1991","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","117011","","","","0"
"1996","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","108320","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","100271","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","89441","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","77349","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","70747","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Total area of farms","Acres","Acres","28","units","0","v62725902","2.1.2","49425","","","","0"
"1951","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","34414","","","","0"
"1956","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","29062","","","","0"
"1961","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","22080","","","","0"
"1966","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","20037","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","25375","","","","0"
"1976","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","32398","","","","0"
"1981","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","33454","","","","0"
"1986","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","36561","","","","0"
"1991","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","47353","","","","0"
"1996","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","43836","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","40578","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","36195","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","31302","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","28630","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Total area of farms","Hectares","Hectares","149","units","0","v62725903","2.1.3","20002","","","","0"
